rank,uid,username,type,accompany,medal_name,medal_level
1,495672142,爱要坦荡荡_说的豆理,总督,554,恬豆包,31
2,3546692863396694,早睡早起1855,提督,259,恬豆包,30
3,149522,sed-i,提督,554,恬豆包,29
4,12071021,纯良小羊,提督,602,恬豆包,29
5,96000322,爱吃小绿龟的恬豆包,提督,805,恬豆包,28
6,79614621,悲山秋雨落,提督,144,恬豆包,28
7,411146226,豆请给我一斤糖炒栗子,提督,613,恬豆包,28
8,31798725,牛之七,提督,74,恬豆包,28
9,30502624,爱喝奶茶的发面馒头,提督,237,恬豆包,27
10,491121103,绯桂大好き,提督,390,恬豆包,27
11,69190175,小梦-逝去的青春,提督,72,恬豆包,27
12,97097355,大夢惊鸿,提督,401,恬豆包,27
13,264495479,逗逗阿丶,提督,224,恬豆包,26
14,11467904,卷毛狒狒_Official,提督,152,恬豆包,25
15,36269533,君ゆゆゆ魚,提督,48,恬豆包,25
16,356892,阿斯特赖亚丶,提督,34,恬豆包,25
17,12205426,千稻草,提督,3,恬豆包,25
18,174565,李寶根,提督,24,恬豆包,25
19,150434129,桓殳,提督,25,恬豆包,25
20,13423628,可是我是个荔枝啊,舰长,509,恬豆包,30
21,2314835,KugimiyaNanase,舰长,584,恬豆包,29
22,1302082741,粗鲁卑鄙,舰长,693,恬豆包,29
23,225883915,飘啊飘啊飘啊飘_,舰长,710,恬豆包,29
24,385944,宝宝喝点水吧,舰长,383,恬豆包,29
25,319263289,神棍老师麦迪武,舰长,217,恬豆包,29
26,7833154,nothing-iwnl-,舰长,794,恬豆包,28
27,2058228,冰尾青年事件簿,舰长,123,恬豆包,28
28,2966435,叙星晨,舰长,674,恬豆包,28
29,2482872,财前葵,舰长,464,恬豆包,28
30,4631465,禧浴搓澡巾,舰长,375,恬豆包,28
31,224670,毛玉喵,舰长,524,恬豆包,28
32,378823,不染葵,舰长,267,恬豆包,28
33,1686289594,丸梨普贝当,舰长,953,恬豆包,28
34,400702,月神二号,舰长,623,恬豆包,28
35,39140611,海蓝丶胜者悲歌,舰长,387,恬豆包,28
36,431956406,我的颜栗只有你,舰长,404,恬豆包,27
37,59955258,这个昵称已经有鬼用过了,舰长,283,恬豆包,27
38,124003269,曲婉的小跟班,舰长,367,恬豆包,27
39,26892910,大于3个小于30个字符,舰长,1079,恬豆包,27
40,39088057,ZZzzzKk_,舰长,193,恬豆包,27
41,93214,o秋-知弦o,舰长,135,恬豆包,27
42,32438573,自爆前的沙鲁,舰长,458,恬豆包,27
43,4464599,天曦,舰长,511,恬豆包,27
44,38600609,二月暨望,舰长,223,恬豆包,27
45,19531191,大老师Gin,舰长,43,恬豆包,27
46,12613525,矮摇摊,舰长,104,恬豆包,27
47,102748146,我要发动我的技能,舰长,456,恬豆包,26
48,12796481,绯色丶花,舰长,553,恬豆包,26
49,2941287,问问拿哪张医院预诊单,舰长,193,恬豆包,26
50,1580640,劝你纯良,舰长,554,恬豆包,26
51,151082,暴躁的妹唄唄,舰长,879,恬豆包,26
52,47943455,恬豆加油,舰长,301,恬豆包,26
53,27126376,大盒甜,舰长,212,恬豆包,26
54,215156666,全点防御高咲侑,舰长,344,恬豆包,26
55,22020361,我很中怡栗,舰长,433,恬豆包,26
56,57116,郭德纲,舰长,218,恬豆包,26
57,6052395,知非晓默,舰长,473,恬豆包,26
58,5114175,桔子棉花糖orange,舰长,497,恬豆包,26
59,111580180,月光鹿角,舰长,103,恬豆包,26
60,95807009,无人问许,舰长,75,恬豆包,26
61,49855368,想起恐怖的事,舰长,62,恬豆包,26
62,90938464,梨寶的戀愛單日券,舰长,554,恬豆包,26
63,10826177,瑜木踢西瓜,舰长,1004,恬豆包,26
64,3270926,YO最爱甜豆的鱼,舰长,163,恬豆包,26
65,143641,御意見無用-,舰长,254,恬豆包,26
66,4429890,十堰张湾阿姨,舰长,495,恬豆包,26
67,13637836,A-B-C-K,舰长,421,恬豆包,26
68,18637086,丶芯丨,舰长,254,恬豆包,26
69,2106805,SPYNGELION,舰长,764,恬豆包,26
70,177936092,幼稚占领高地,舰长,254,恬豆包,26
71,57134664,唯怡豆女乃,舰长,134,恬豆包,26
72,381373415,豆奶为你痴,舰长,219,恬豆包,26
73,1671780767,真麻烦胡乱起一个,舰长,375,恬豆包,26
74,26984312,格罗宁根的老汉,舰长,403,恬豆包,26
75,404140110,奈尔露菲雅,舰长,580,恬豆包,26
76,32283784,普通小随,舰长,278,恬豆包,26
77,9970815,-古原-,舰长,194,恬豆包,26
78,1519588,虎落平阳变北7,舰长,73,恬豆包,26
79,24643425,睡觉中zzz,舰长,73,恬豆包,26
80,59379500,灬亲亲握握灬,舰长,705,恬豆包,26
81,648561547,丸子战犬Darwin1,舰长,38,恬豆包,26
82,15712025,秒我中子,舰长,193,恬豆包,26
83,100545100,木有云Q,舰长,254,恬豆包,26
84,71993,月颗千,舰长,509,恬豆包,26
85,32166499,一般小豆,舰长,267,恬豆包,26
86,18935096,罗撒菲斯,舰长,195,恬豆包,26
87,47734615,士多啤栗少吃俊,舰长,68,恬豆包,26
88,2905159,HAX-ER,舰长,74,恬豆包,26
89,691885237,狱卒小吏,舰长,107,恬豆包,26
90,11543260,静远秋枫,舰长,164,恬豆包,26
91,273213275,沐霖牛车偷吃我彩色矿,舰长,37,恬豆包,26
92,5850658,rofflecake,舰长,104,恬豆包,26
93,8734954,SpaceChaos,舰长,195,恬豆包,26
94,12375704,太陽P,舰长,195,恬豆包,25
95,25934948,食堂阿姨小男友1号,舰长,135,恬豆包,25
96,20270543,Rayarq,舰长,580,恬豆包,25
97,1337100,竹林十五郎,舰长,164,恬豆包,25
98,3409955,--Saiki--,舰长,344,恬豆包,25
99,8338545,十五之心月,舰长,75,恬豆包,25
100,641276,世杰,舰长,524,恬豆包,25
101,14605877,jasonlai1004,舰长,41,恬豆包,25
102,33143732,猫雷今天陪几瓶,舰长,313,恬豆包,25
103,63037,ナリタタイシン,舰长,523,恬豆包,25
104,52126672,zara447,舰长,131,恬豆包,25
105,307315372,给我一拳2102,舰长,344,恬豆包,25
106,822417,一气三,舰长,463,恬豆包,25
107,350668085,豆有很多好运气,舰长,75,恬豆包,25
108,5003339,湊-面粉,舰长,74,恬豆包,25
109,274734377,墨玉北狐,舰长,67,恬豆包,25
110,199170103,BiorgTrinityx,舰长,73,恬豆包,25
111,334850696,热爱沙雕的波波老师,舰长,132,恬豆包,25
112,298243350,千棠冰,舰长,79,恬豆包,25
113,4104624,天才美少女恬豆,舰长,459,恬豆包,25
114,38349545,爱又恬豆单推沐梨,舰长,45,恬豆包,25
115,524297,脸黑没钱肝不动,舰长,286,恬豆包,25
116,671691442,万俟谙,舰长,62,恬豆包,25
117,82622,→...←,舰长,222,恬豆包,25
118,10055825,LonelyFace1st,舰长,403,恬豆包,25
119,1627303,酸素氧氣,舰长,403,恬豆包,25
120,107533381,食人大王,舰长,97,恬豆包,25
121,25945184,树一学长不yue谢谢,舰长,74,恬豆包,25
122,393226024,路过のDD,舰长,404,恬豆包,25
123,179381300,氕氘氚_HDT,舰长,73,恬豆包,25
124,12198532,N0ir-,舰长,162,恬豆包,25
125,15103104,影子和重写本,舰长,164,恬豆包,25
126,361411559,更衣室里到底有什么,舰长,226,恬豆包,25
127,2472248,胶质魔法喵,舰长,133,恬豆包,25
128,95720504,凌風喵,舰长,343,恬豆包,25
129,35201973,森林图书馆,舰长,266,恬豆包,25
130,235455359,玉光剑气张遥星,舰长,345,恬豆包,25
131,52958891,我寻找过我自己,舰长,255,恬豆包,25
132,208870847,少看管人多痴饭,舰长,283,恬豆包,25
133,12294696,阿阿阿阿阿天丶,舰长,62,恬豆包,25
134,5787074,舒服晴天大小姐,舰长,152,恬豆包,25
135,32291044,三元一只-十元三只,舰长,314,恬豆包,25
136,354147456,歼世咩咩子_zZ,舰长,164,恬豆包,25
137,307526273,陶德发芽了,舰长,75,恬豆包,25
138,11948231,牛奶与面包-,舰长,253,恬豆包,25
139,203653982,恬炒唐豆,舰长,134,恬豆包,25
140,1692126,蓝白Mercury,舰长,254,恬豆包,25
141,456660132,沐又哄豆梨,舰长,313,恬豆包,25
