rank,uid,username,type,accompany,medal_name,medal_level
1,3546692863396694,早睡早起1855,总督,252,恬豆包,30
2,149522,sed-i,提督,547,恬豆包,29
3,12071021,纯良小羊,提督,595,恬豆包,29
4,96000322,爱吃小绿龟的恬豆包,提督,798,恬豆包,28
5,411146226,豆请给我一斤糖炒栗子,提督,606,恬豆包,28
6,2482872,财前葵,提督,457,恬豆包,28
7,31798725,牛之七,提督,67,恬豆包,28
8,30502624,爱喝奶茶的发面馒头,提督,230,恬豆包,27
9,491121103,绯桂大好き,提督,383,恬豆包,27
10,69190175,小梦-逝去的青春,提督,65,恬豆包,27
11,97097355,大夢惊鸿,提督,394,恬豆包,26
12,264495479,逗逗阿丶,提督,217,恬豆包,26
13,234549409,左边雨右边鱼,提督,27,恬豆包,26
14,11467904,卷毛狒狒_Official,提督,145,恬豆包,25
15,36269533,君ゆゆゆ魚,提督,41,恬豆包,25
16,174565,李寶根,提督,17,恬豆包,25
17,495672142,皎洁的月吗显得特别亮,舰长,547,恬豆包,30
18,13423628,可是我是个荔枝啊,舰长,502,恬豆包,30
19,2314835,KugimiyaNanase,舰长,577,恬豆包,29
20,225883915,飘啊飘啊飘啊飘_,舰长,703,恬豆包,29
21,385944,宝宝喝点水吧,舰长,376,恬豆包,29
22,7833154,nothing-iwnl-,舰长,787,恬豆包,28
23,2966435,叙星晨,舰长,667,恬豆包,28
24,79614621,悲山秋雨落,舰长,137,恬豆包,28
25,224670,毛玉喵,舰长,517,恬豆包,28
26,4631465,禧浴搓澡巾,舰长,368,恬豆包,28
27,1686289594,丸梨普贝当,舰长,946,恬豆包,28
28,378823,不染葵,舰长,260,恬豆包,28
29,400702,月神二号,舰长,616,恬豆包,28
30,39140611,海蓝丶胜者悲歌,舰长,380,恬豆包,27
31,431956406,我的颜栗只有你,舰长,397,恬豆包,27
32,59955258,这个昵称已经有鬼用过了,舰长,276,恬豆包,27
33,26892910,大于3个小于30个字符,舰长,1072,恬豆包,27
34,39088057,ZZzzzKk_,舰长,186,恬豆包,27
35,124003269,曲婉的小跟班,舰长,360,恬豆包,27
36,4464599,天曦,舰长,504,恬豆包,27
37,38600609,二月暨望,舰长,216,恬豆包,27
38,340809,玛修基列萊特,舰长,420,恬豆包,27
39,12613525,矮摇摊,舰长,97,恬豆包,27
40,93214,o秋-知弦o,舰长,128,恬豆包,27
41,19531191,大老师Gin,舰长,36,恬豆包,26
42,12796481,绯色丶花,舰长,546,恬豆包,26
43,7033332,BusyTime,舰长,265,恬豆包,26
44,1580640,劝你纯良,舰长,547,恬豆包,26
45,151082,暴躁的妹唄唄,舰长,872,恬豆包,26
46,47943455,恬豆加油,舰长,294,恬豆包,26
47,22020361,我很中怡栗,舰长,426,恬豆包,26
48,215156666,全点防御高咲侑,舰长,337,恬豆包,26
49,27126376,大盒甜,舰长,205,恬豆包,26
50,6052395,知非晓默,舰长,466,恬豆包,26
51,5114175,桔子棉花糖orange,舰长,490,恬豆包,26
52,8350414,智能成长型冤种,舰长,265,恬豆包,26
53,95807009,无人问许,舰长,68,恬豆包,26
54,613077,唐炒豆栗,舰长,265,恬豆包,26
55,2941287,问问拿哪张医院预诊单,舰长,186,恬豆包,26
56,90938464,梨寶的戀愛單日券,舰长,547,恬豆包,26
57,10826177,瑜木踢西瓜,舰长,997,恬豆包,26
58,49855368,想起恐怖的事,舰长,55,恬豆包,26
59,111580180,月光鹿角,舰长,96,恬豆包,26
60,3270926,YO最爱甜豆的鱼,舰长,156,恬豆包,26
61,143641,御意見無用-,舰长,247,恬豆包,26
62,4429890,十堰张湾阿姨,舰长,488,恬豆包,26
63,2106805,SPYNGELION,舰长,757,恬豆包,26
64,177936092,幼稚占领高地,舰长,247,恬豆包,26
65,1671780767,真麻烦胡乱起一个,舰长,368,恬豆包,26
66,381373415,豆奶为你痴,舰长,212,恬豆包,26
67,13637836,A-B-C-K,舰长,414,恬豆包,26
68,26984312,格罗宁根的老汉,舰长,396,恬豆包,26
69,18637086,丶芯丨,舰长,247,恬豆包,26
70,404140110,奈尔露菲雅,舰长,573,恬豆包,26
71,57134664,唯怡豆女乃,舰长,127,恬豆包,26
72,9970815,-古原-,舰长,187,恬豆包,26
73,1519588,虎落平阳变北7,舰长,66,恬豆包,26
74,59379500,灬亲亲握握灬,舰长,698,恬豆包,26
75,15712025,秒我中子,舰长,186,恬豆包,26
76,100545100,木有云Q,舰长,247,恬豆包,26
77,24643425,睡觉中zzz,舰长,66,恬豆包,26
78,71993,月颗千,舰长,502,恬豆包,26
79,17242172,怡豆先生,舰长,177,恬豆包,26
80,32166499,一般小豆,舰长,260,恬豆包,26
81,18935096,罗撒菲斯,舰长,188,恬豆包,26
82,691885237,狱卒小吏,舰长,100,恬豆包,26
83,11543260,静远秋枫,舰长,157,恬豆包,26
84,8734954,SpaceChaos,舰长,188,恬豆包,26
85,12375704,太陽P,舰长,188,恬豆包,25
86,2905159,HAX-ER,舰长,67,恬豆包,25
87,25934948,豆姐小男友1号,舰长,128,恬豆包,25
88,20270543,Rayarq,舰长,573,恬豆包,25
89,1337100,竹林十五郎,舰长,157,恬豆包,25
90,3409955,--Saiki--,舰长,337,恬豆包,25
91,8338545,十五之心月,舰长,68,恬豆包,25
92,641276,世杰,舰长,517,恬豆包,25
93,14605877,jasonlai1004,舰长,34,恬豆包,25
94,33143732,猫雷今天陪几瓶,舰长,306,恬豆包,25
95,63037,ナリタタイシン,舰长,516,恬豆包,25
96,52126672,zara447,舰长,124,恬豆包,25
97,307315372,给我一拳2102,舰长,337,恬豆包,25
98,822417,一气三,舰长,456,恬豆包,25
99,350668085,豆有很多好运气,舰长,68,恬豆包,25
100,199170103,BiorgTrinityx,舰长,66,恬豆包,25
101,5003339,湊-面粉,舰长,67,恬豆包,25
102,268355364,誓月存星,舰长,85,恬豆包,25
103,298243350,千棠冰,舰长,72,恬豆包,25
104,274734377,墨玉北狐,舰长,60,恬豆包,25
105,4104624,天才美少女恬豆,舰长,452,恬豆包,25
106,524297,脸黑没钱肝不动,舰长,279,恬豆包,25
107,10055825,LonelyFace1st,舰长,396,恬豆包,25
108,21979097,伊斯坎达尔点,舰长,330,恬豆包,25
109,82622,→...←,舰长,215,恬豆包,25
110,38349545,爱又恬豆单推沐梨,舰长,38,恬豆包,25
111,1627303,酸素氧氣,舰长,396,恬豆包,25
112,393226024,路过のDD,舰长,397,恬豆包,25
113,775344,光微子鸟,舰长,205,恬豆包,25
114,25945184,树一学长不yue谢谢,舰长,67,恬豆包,25
115,179381300,氕氘氚_HDT,舰长,66,恬豆包,25
116,739159,jy8049,舰长,85,恬豆包,25
117,12198532,N0ir-,舰长,155,恬豆包,25
118,361411559,更衣室里到底有什么,舰长,219,恬豆包,25
119,2472248,胶质魔法喵,舰长,126,恬豆包,25
120,95720504,凌風喵,舰长,336,恬豆包,25
121,35201973,森林图书馆,舰长,259,恬豆包,25
122,235455359,玉光剑气张遥星,舰长,338,恬豆包,25
123,52958891,我寻找过我自己,舰长,248,恬豆包,25
124,208870847,少看管人多痴饭,舰长,276,恬豆包,25
125,671691442,万俟谙,舰长,55,恬豆包,25
126,15103104,影子和重写本,舰长,157,恬豆包,25
127,32291044,三元一只-十元三只,舰长,307,恬豆包,25
128,334850696,热爱沙雕的波波老师,舰长,125,恬豆包,25
129,354147456,歼世咩咩子_zZ,舰长,157,恬豆包,25
130,107533381,食人大王,舰长,90,恬豆包,25
131,11948231,牛奶与面包-,舰长,246,恬豆包,25
132,5787074,舒服晴天大小姐,舰长,145,恬豆包,25
133,12294696,阿阿阿阿阿天丶,舰长,55,恬豆包,25
134,307526273,陶德发芽了,舰长,68,恬豆包,25
135,1692126,蓝白Mercury,舰长,247,恬豆包,25
