rank,uid,username,type,accompany,medal_name,medal_level
1,3546692863396694,早睡早起1855,提督,143,恬豆包,28
2,222641849,VJOKERZJX,舰长,741,恬豆包,30
3,1302082741,粗鲁卑鄙,舰长,690,恬豆包,29
4,225883915,飘啊飘啊飘啊飘_,舰长,594,恬豆包,29
5,19977954,泠泠七弦上え,舰长,603,恬豆包,29
6,477273649,盐奶盖冷萃加氮,舰长,963,恬豆包,28
7,149522,sed-i,舰长,486,恬豆包,28
8,385944,宝宝喝点水吧,舰长,267,恬豆包,28
9,2966435,叙星晨,舰长,630,恬豆包,28
10,12071021,纯良小羊,舰长,486,恬豆包,28
11,4631465,禧浴搓澡巾,舰长,357,恬豆包,28
12,1686289594,丸梨普贝当,舰长,837,恬豆包,27
13,8573986,氕氘氚丿丿l丿ll,舰长,213,恬豆包,27
14,39140611,海蓝丶胜者悲歌,舰长,271,恬豆包,27
15,431956406,我的颜栗只有你,舰长,361,恬豆包,27
16,26892910,大于3个小于30个字符,舰长,963,恬豆包,27
17,3499113,-谢谢你泰罗,舰长,300,恬豆包,27
18,7208836,幕兮丶破防版,舰长,102,恬豆包,27
19,4464599,天曦,舰长,395,恬豆包,27
20,400702,月神二号,舰长,507,恬豆包,27
21,96635934,流泪人吾皇,舰长,967,恬豆包,27
22,22317289,逐迹寻星,舰长,211,恬豆包,26
23,102748146,我要发动我的技能,舰长,415,恬豆包,26
24,32933365,bekkibekkibe,舰长,526,恬豆包,26
25,6665522,辣牛奶不吃辣,舰长,973,恬豆包,26
26,408030089,流明的雨,舰长,158,恬豆包,26
27,93214,o秋-知弦o,舰长,113,恬豆包,26
28,1580640,劝你纯良,舰长,468,恬豆包,26
29,143241,铝和灰烬,舰长,294,恬豆包,26
30,151082,暴躁的妹唄唄,舰长,763,恬豆包,26
31,8350414,情深不予人知,舰长,239,恬豆包,26
32,6052395,知非晓默,舰长,357,恬豆包,26
33,215156666,全点防御高咲侑,舰长,270,恬豆包,26
34,10826177,瑜木踢西瓜,舰长,929,恬豆包,26
35,30502624,爱喝奶茶的发面馒头,舰长,121,恬豆包,26
36,90938464,永远的鸟厨烈焰使,舰长,464,恬豆包,26
37,22020361,中怡栗栗子,舰长,360,恬豆包,26
38,47943455,恬豆加油,舰长,190,恬豆包,26
39,67912862,一一_100,舰长,888,恬豆包,26
40,97097355,大夢惊鸿,舰长,352,恬豆包,26
41,4429890,徐佳莹丶LaLa,舰长,430,恬豆包,26
42,143641,御意見無用-,舰长,181,恬豆包,26
43,1452847184,迟到且早退的KING,舰长,464,恬豆包,26
44,2106805,SPYNGELION,舰长,648,恬豆包,26
45,381373415,豆奶为你痴,舰长,148,恬豆包,26
46,404140110,奈尔露菲雅,舰长,464,恬豆包,26
47,177936092,幼稚占领高地,舰长,211,恬豆包,26
48,71993,月颗千,舰长,393,恬豆包,25
49,59379500,灬亲亲握握灬,舰长,589,恬豆包,25
50,13637836,A-B-C-K,舰长,305,恬豆包,25
51,2941287,诊单陪沐宝吃队友米线,舰长,150,恬豆包,25
52,9970815,-古原-,舰长,149,恬豆包,25
53,1337100,竹林十五郎,舰长,120,恬豆包,25
54,29294353,zorro853,舰长,493,恬豆包,25
55,641276,世杰,舰长,464,恬豆包,25
56,63037,ナリタタイシン,舰长,464,恬豆包,25
57,20270543,Rayarq,舰长,464,恬豆包,25
58,7556692,举年i,舰长,464,恬豆包,25
59,20555867,riru_Kazumi,舰长,303,恬豆包,25
60,2450291,风涛不记苏,舰长,231,恬豆包,25
61,32166499,一般小豆,舰长,151,恬豆包,25
62,307315372,给我一拳2102,舰长,300,恬豆包,25
63,95720504,凌風喵,舰长,326,恬豆包,25
64,4104624,天才美少女恬豆,舰长,343,恬豆包,25
65,235455359,玉光剑气张遥星,舰长,303,恬豆包,25
66,36262485,普通小雨点,舰长,320,恬豆包,25
67,14689199,VentusJeff,舰长,213,恬豆包,25
68,364109862,O那霜O,舰长,300,恬豆包,24
69,7105978,savemekill,舰长,270,恬豆包,24
70,35201973,森林图书馆,舰长,150,恬豆包,24
71,354147456,歼世咩咩子_zZ,舰长,102,恬豆包,24
72,6068627,奶♂皮,舰长,223,恬豆包,24
73,15103104,影子和重写本,舰长,120,恬豆包,24
74,110375756,Einherjar,舰长,128,恬豆包,24
75,28204958,权是她,舰长,162,恬豆包,24
76,85918367,銘刻時間の歌,舰长,150,恬豆包,24
77,11432473,Numstail,舰长,120,恬豆包,24
78,201450098,唱着歌弹着斑鸠,舰长,64,恬豆包,24
79,26085097,新萪娘,舰长,150,恬豆包,24
80,12939423,樱花ling,舰长,150,恬豆包,24
81,104867,鸢尾兰Grey,舰长,147,恬豆包,23
82,211946101,戛纳大影帝,舰长,93,恬豆包,23
83,515341,麻雀团子,舰长,150,恬豆包,23
84,320197,利可Rico,舰长,150,恬豆包,23
85,25137085,Jaime2Lannister,舰长,128,恬豆包,23
86,123281107,Yukinoa结城希亚的喵,舰长,123,恬豆包,23
87,11621965,沐渍唐,舰长,123,恬豆包,23
88,1150609275,金鱼大仙Studio,舰长,123,恬豆包,23
89,34011514,木可走首,舰长,120,恬豆包,23
90,8207824,地球OL国服第一混,舰长,65,恬豆包,23
91,397798424,醒云-,舰长,119,恬豆包,23
92,2829163,月谙离别苦,舰长,120,恬豆包,23
93,76787436,咫尺天涯间99,舰长,120,恬豆包,23
94,290893127,福禄王权,舰长,93,恬豆包,23
95,13066685,风逝reuxd,舰长,93,恬豆包,23
96,24164393,趴趴柒丶,舰长,116,恬豆包,23
97,481118003,金鱼大鲸鱼,舰长,93,恬豆包,23
98,40816573,乌丸莲耶孙女乌安莲娜,舰长,29,恬豆包,23
99,13411047,叁三俩两,舰长,102,恬豆包,23
100,8310193,酒为剑歌,舰长,120,恬豆包,23
101,23743505,龟速灬船长,舰长,102,恬豆包,23
102,1669695555,あい秋天_,舰长,93,恬豆包,23
103,92968911,缓靖,舰长,120,恬豆包,23
104,393319752,打豆豆haha,舰长,93,恬豆包,23
105,108414946,Rhapsody_狂想,舰长,103,恬豆包,23
106,7906121,XDzz4,舰长,93,恬豆包,23
107,6609157,吾辈是柳絮,舰长,102,恬豆包,23
108,52709855,须弥感,舰长,102,恬豆包,23
109,5164976,にしきごい-,舰长,102,恬豆包,23
110,49177011,戏言侦探莉丝佳,舰长,93,恬豆包,23
111,400791585,一个自律的石头,舰长,93,恬豆包,23
112,3546646537308935,小阿的守夜人,舰长,93,恬豆包,23
113,3546582301542999,烁焰512,舰长,102,恬豆包,23
114,3494374950308320,写意胜行,舰长,93,恬豆包,23
115,299179629,iqbssbqi88,舰长,102,恬豆包,23
116,274884696,綾地_宁宁厨,舰长,102,恬豆包,23
117,247305905,爱吃肉的小白老师,舰长,93,恬豆包,23
118,241007,虚煌星,舰长,93,恬豆包,23
119,21770450,superMac_,舰长,93,恬豆包,23
120,1972389896,bili_45792247048,舰长,102,恬豆包,23
121,1812861161,bili_21880802220,舰长,102,恬豆包,23
122,16628567,愿圣光会忽悠你,舰长,120,恬豆包,23
123,161225119,花语凝夜,舰长,102,恬豆包,23
124,13583559,尼耶什格_川子,舰长,93,恬豆包,23
125,12692409,老板断气老板尸体铅钢,舰长,93,恬豆包,23
126,12586930,立体角w,舰长,101,恬豆包,23
127,10633758,默默陌摸鱼,舰长,93,恬豆包,23
128,10724814,被禁之棺,舰长,115,恬豆包,23
129,231051,蕾恩・玛格特洛依德,舰长,53,恬豆包,22
130,24608573,恬怡弄人,舰长,59,恬豆包,22
131,16789756,春哥教大主教,舰长,54,恬豆包,22
132,111580180,月光鹿角,舰长,29,恬豆包,22
133,5850658,rofflecake,舰长,32,恬豆包,22
134,1693175583,离人适时归,舰长,60,恬豆包,22
135,137160978,NeoReno,舰长,24,恬豆包,22
