rank,uid,username,type,accompany,medal_name,medal_level
1,222641849,VJOKERZJX,提督,726,恬豆包,30
2,3546692863396694,早睡早起1855,提督,128,恬豆包,28
3,7208836,幕兮丶今生已打烊,提督,87,恬豆包,27
4,2314835,KugimiyaNanase,舰长,528,恬豆包,29
5,1302082741,粗鲁卑鄙,舰长,675,恬豆包,29
6,225883915,飘啊飘啊飘啊飘_,舰长,579,恬豆包,29
7,19977954,泠泠七弦上え,舰长,588,恬豆包,29
8,477273649,盐奶盖冷萃加氮,舰长,948,恬豆包,28
9,319263289,神棍老师麦迪武,舰长,174,恬豆包,28
10,7833154,nothing-iwnl-,舰长,740,恬豆包,28
11,149522,sed-i,舰长,471,恬豆包,28
12,385944,宝宝喝点水吧,舰长,252,恬豆包,28
13,2966435,叙星晨,舰长,615,恬豆包,28
14,12071021,纯良小羊,舰长,471,恬豆包,28
15,224670,毛玉喵,舰长,473,恬豆包,28
16,411146226,豆请给我一斤糖炒栗子,舰长,561,恬豆包,28
17,4631465,禧浴搓澡巾,舰长,342,恬豆包,28
18,2372997,想上大舞台,舰长,477,恬豆包,28
19,1686289594,丸梨普贝当,舰长,822,恬豆包,27
20,378823,不染葵,舰长,227,恬豆包,27
21,8573986,氕氘氚丿丿l丿ll,舰长,198,恬豆包,27
22,39140611,海蓝丶胜者悲歌,舰长,256,恬豆包,27
23,431956406,我的颜栗只有你,舰长,346,恬豆包,27
24,2794950,梦怡少年,舰长,350,恬豆包,27
25,26892910,大于3个小于30个字符,舰长,948,恬豆包,27
26,3499113,-谢谢你泰罗,舰长,285,恬豆包,27
27,4464599,天曦,舰长,380,恬豆包,27
28,400702,月神二号,舰长,492,恬豆包,27
29,44996524,吃土豆的木匠,舰长,228,恬豆包,27
30,28640116,我永远喜欢ちゅちゅ,舰长,448,恬豆包,27
31,22317289,逐迹寻星,舰长,196,恬豆包,26
32,96635934,流泪人吾皇,舰长,952,恬豆包,26
33,102748146,我要发动我的技能,舰长,400,恬豆包,26
34,32933365,bekkibekkibe,舰长,511,恬豆包,26
35,66069738,叶青从小就很聪明,舰长,326,恬豆包,26
36,491121103,绯桂大好き,舰长,339,恬豆包,26
37,6665522,辣牛奶不吃辣,舰长,958,恬豆包,26
38,408030089,流明的雨,舰长,143,恬豆包,26
39,93214,o秋-知弦o,舰长,98,恬豆包,26
40,1580640,劝你纯良,舰长,453,恬豆包,26
41,12796481,绯色丶花,舰长,507,恬豆包,26
42,143241,铝和灰烬,舰长,279,恬豆包,26
43,151082,暴躁的妹唄唄,舰长,748,恬豆包,26
44,5114175,桔子棉花糖orange,舰长,468,恬豆包,26
45,8350414,智能成长型冤种,舰长,224,恬豆包,26
46,6052395,知非晓默,舰长,342,恬豆包,26
47,215156666,全点防御高咲侑,舰长,255,恬豆包,26
48,304172578,待我呆毛啵起,舰长,147,恬豆包,26
49,10826177,瑜木踢西瓜,舰长,914,恬豆包,26
50,114686482,泳装趾压板跳绳,舰长,87,恬豆包,26
51,21182500,爱吃恬豆包不爱吃汉堡,舰长,539,恬豆包,26
52,30502624,爱喝奶茶的发面馒头,舰长,106,恬豆包,26
53,22020361,单推扇宝的兜兜栗,舰长,345,恬豆包,26
54,90938464,永远的鸟厨烈焰使,舰长,449,恬豆包,26
55,67912862,一一_100,舰长,873,恬豆包,26
