rank,uid,username,type,accompany,medal_name,medal_level
1,222641849,VJOKERZJX,提督,730,恬豆包,30
2,3546692863396694,早睡早起1855,提督,132,恬豆包,28
3,7208836,幕兮丶今生已打烊,提督,91,恬豆包,27
4,2314835,KugimiyaNanase,舰长,532,恬豆包,29
5,1302082741,粗鲁卑鄙,舰长,679,恬豆包,29
6,225883915,飘啊飘啊飘啊飘_,舰长,583,恬豆包,29
7,19977954,泠泠七弦上え,舰长,592,恬豆包,29
8,477273649,盐奶盖冷萃加氮,舰长,952,恬豆包,28
9,319263289,神棍老师麦迪武,舰长,178,恬豆包,28
10,7833154,nothing-iwnl-,舰长,744,恬豆包,28
11,149522,sed-i,舰长,475,恬豆包,28
12,385944,宝宝喝点水吧,舰长,256,恬豆包,28
13,2966435,叙星晨,舰长,619,恬豆包,28
14,12071021,纯良小羊,舰长,475,恬豆包,28
15,224670,毛玉喵,舰长,477,恬豆包,28
16,411146226,豆请给我一斤糖炒栗子,舰长,565,恬豆包,28
17,4631465,禧浴搓澡巾,舰长,346,恬豆包,28
18,2372997,想上大舞台,舰长,481,恬豆包,28
19,1686289594,丸梨普贝当,舰长,826,恬豆包,27
20,378823,不染葵,舰长,231,恬豆包,27
21,8573986,氕氘氚丿丿l丿ll,舰长,202,恬豆包,27
22,39140611,海蓝丶胜者悲歌,舰长,260,恬豆包,27
23,431956406,我的颜栗只有你,舰长,350,恬豆包,27
24,2794950,梦怡少年,舰长,354,恬豆包,27
25,26892910,大于3个小于30个字符,舰长,952,恬豆包,27
26,3499113,-谢谢你泰罗,舰长,289,恬豆包,27
27,4464599,天曦,舰长,384,恬豆包,27
28,400702,月神二号,舰长,496,恬豆包,27
29,44996524,吃土豆的木匠,舰长,232,恬豆包,27
30,22317289,逐迹寻星,舰长,200,恬豆包,26
31,96635934,流泪人吾皇,舰长,956,恬豆包,26
32,102748146,我要发动我的技能,舰长,404,恬豆包,26
33,32933365,bekkibekkibe,舰长,515,恬豆包,26
34,6665522,辣牛奶不吃辣,舰长,962,恬豆包,26
35,66069738,叶青从小就很聪明,舰长,330,恬豆包,26
36,491121103,绯桂大好き,舰长,343,恬豆包,26
37,408030089,流明的雨,舰长,147,恬豆包,26
38,93214,o秋-知弦o,舰长,102,恬豆包,26
39,1580640,劝你纯良,舰长,457,恬豆包,26
40,12796481,绯色丶花,舰长,511,恬豆包,26
