rank,uid,username,type,accompany,medal_name,medal_level
1,222641849,VJOKERZJX,提督,680,恬豆包,30
2,225883915,飘啊飘啊飘啊飘-,提督,533,恬豆包,29
3,7833154,nothing-iwnl-,提督,694,恬豆包,28
4,3546692863396694,备战十月沉淀中,提督,82,恬豆包,28
5,7208836,幕幕幕幕幕兮丶,提督,41,恬豆包,26
6,15712025,秒我中子,提督,119,恬豆包,25
7,484667,喵德…,提督,31,恬豆包,25
8,317050683,是射立不是谢拉,提督,19,恬豆包,25
9,495672142,爱养胎豆豆,舰长,466,恬豆包,30
10,2314835,KugimiyaNanase,舰长,482,恬豆包,29
11,1302082741,粗鲁卑鄙,舰长,629,恬豆包,29
12,19977954,泠泠七弦上え,舰长,542,恬豆包,29
13,477273649,盐奶盖冷萃加氮,舰长,902,恬豆包,28
14,1959916225,倪安不迷怒,舰长,119,恬豆包,28
15,379623,绯莉丝リリア,舰长,403,恬豆包,28
16,82978697,新学的单词,舰长,161,恬豆包,28
17,12017603,郑人云绒,舰长,191,恬豆包,28
18,96000322,爱吃小绿龟的恬豆包,舰长,761,恬豆包,28
19,2966435,叙星晨,舰长,577,恬豆包,28
20,385944,宝宝喝点水吧,舰长,206,恬豆包,28
21,224670,毛玉喵,舰长,427,恬豆包,28
22,149522,sed-i,舰长,425,恬豆包,28
23,411146226,豆请给我一斤糖炒栗子,舰长,517,恬豆包,28
24,12071021,纯良小羊,舰长,425,恬豆包,28
25,2372997,想上大舞台,舰长,431,恬豆包,28
26,1686289594,丸梨普贝当,舰长,776,恬豆包,27
27,4631465,禧浴搓澡巾,舰长,296,恬豆包,27
28,8573986,氕氘氚丿丿l丿ll,舰长,152,恬豆包,27
29,378823,不染葵,舰长,181,恬豆包,27
30,39140611,海蓝丶胜者悲歌,舰长,210,恬豆包,27
31,2794950,梦怡少年,舰长,304,恬豆包,27
32,431956406,我的颜栗只有你,舰长,300,恬豆包,27
33,384937534,沐的爱仁na,舰长,479,恬豆包,27
34,26892910,大于3个小于30个字符,舰长,902,恬豆包,27
35,59955258,这个昵称已经有鬼用过了,舰长,213,恬豆包,27
36,1764797,暗核,舰长,596,恬豆包,27
37,43667411,蒼のエーテル,舰长,479,恬豆包,27
38,403022512,567_Official,舰长,602,恬豆包,27
39,3499113,-谢谢你泰罗,舰长,239,恬豆包,27
40,4464599,天曦,舰长,334,恬豆包,27
41,29947054,驱羽矜,舰长,567,恬豆包,27
42,44996524,吃土豆的木匠,舰长,182,恬豆包,27
43,28640116,我永远喜欢ちゅちゅ,舰长,402,恬豆包,26
44,96635934,流泪人吾皇,舰长,906,恬豆包,26
45,22317289,逐迹寻星,舰长,150,恬豆包,26
46,400702,月神二号,舰长,446,恬豆包,26
47,7033332,BusyTime,舰长,209,恬豆包,26
48,66069738,叶青从小就很聪明,舰长,280,恬豆包,26
49,32933365,bekkibekkibe,舰长,465,恬豆包,26
50,6665522,辣牛奶不吃辣,舰长,912,恬豆包,26
51,102748146,我要发动我的技能,舰长,354,恬豆包,26
52,27126376,大盒甜,舰长,172,恬豆包,26
53,3647293,FunkyPant,舰长,272,恬豆包,26
54,1580640,劝你纯良,舰长,407,恬豆包,26
55,151082,暴躁的妹唄唄,舰长,702,恬豆包,26
56,12796481,绯色丶花,舰长,461,恬豆包,26
57,491121103,绯桂大好き,舰长,293,恬豆包,26
58,5114175,桔子棉花糖orange,舰长,422,恬豆包,26
59,4098025,恬豆太唐了,舰长,269,恬豆包,26
60,408030089,流明的雨,舰长,97,恬豆包,26
61,6052395,知非晓默,舰长,296,恬豆包,26
62,304172578,待我呆毛啵起,舰长,101,恬豆包,26
63,28320190,想词嗷带扇人,舰长,32,恬豆包,26
64,10826177,瑜木踢西瓜,舰长,868,恬豆包,26
65,21182500,爱吃恬豆包不爱吃汉堡,舰长,493,恬豆包,26
66,215156666,全点防御高咲侑,舰长,209,恬豆包,26
67,114686482,泳装趾压板跳绳,舰长,41,恬豆包,26
68,19946819,巨大的荔枝,舰长,32,恬豆包,26
69,11028398,名字不重,舰长,4,恬豆包,26
70,871308,天生偶像陈恬豆,舰长,191,恬豆包,26
71,391389,画汝于心,舰长,423,恬豆包,26
72,22020361,单推扇宝的兜兜栗,舰长,302,恬豆包,26
73,345240494,咋巴,舰长,721,恬豆包,26
74,864417,ou火炎焱燚,舰长,206,恬豆包,26
75,67912862,一一_100,舰长,827,恬豆包,26
76,9061746,养不起的盖茨比,舰长,280,恬豆包,26
77,4429890,徐佳莹丶LaLa,舰长,369,恬豆包,26
78,90938464,永远的鸟厨烈焰使,舰长,403,恬豆包,26
79,4501944,蘑菇菌Mario,舰长,583,恬豆包,26
80,5024138,狮子神浩F,舰长,311,恬豆包,26
81,47943455,恬豆加油,舰长,129,恬豆包,26
82,95807009,无人问许,舰长,43,恬豆包,26
83,26984312,格罗宁根的老汉,舰长,339,恬豆包,26
84,613077,唐炒豆栗,舰长,189,恬豆包,26
85,97097355,大夢惊鸿,舰长,291,恬豆包,26
86,11428354,HerrFichte,舰长,636,恬豆包,26
87,5202028,adventatyou,舰长,67,恬豆包,26
88,111720994,夏天半枝莲冬天寒江雪,舰长,59,恬豆包,26
89,396779074,又一爱犬,舰长,119,恬豆包,26
90,1452847184,迟到且早退的KING,舰长,403,恬豆包,26
91,143641,御意見無用-,舰长,120,恬豆包,26
92,1519588,虎落平阳变北7,舰长,59,恬豆包,26
93,2106805,SPYNGELION,舰长,587,恬豆包,26
94,4136874,天真烂漫咸鱼王,舰长,239,恬豆包,26
95,32283784,普通小随,舰长,195,恬豆包,26
96,141721195,想逃儿,舰长,211,恬豆包,26
