rank,uid,username,type,accompany,medal_name,medal_level
1,495672142,豆奶粉馒头,总督,572,恬豆包,31
2,3546692863396694,顺顺栗栗1855,提督,277,恬豆包,30
3,149522,sed-i,提督,572,恬豆包,29
4,12071021,纯良小羊,提督,620,恬豆包,29
5,31798725,牛之七,提督,92,恬豆包,28
6,79614621,悲山秋雨落,提督,162,恬豆包,28
7,411146226,豆请给我一斤糖炒栗子,提督,631,恬豆包,28
8,30502624,爱喝奶茶的发面馒头,提督,255,恬豆包,28
9,2794950,梦怡少年,提督,372,恬豆包,27
10,2941287,问问拿哪张医院预诊单,提督,211,恬豆包,27
11,491121103,绯桂大好き,提督,408,恬豆包,27
12,5850658,rofflecake,提督,122,恬豆包,27
13,36269533,君ゆゆゆ魚,提督,66,恬豆包,26
14,5607033,睡觉是爱好吃饭是特长,提督,62,恬豆包,25
15,231051,蕾恩・玛格特洛依德,提督,122,恬豆包,25
16,356892,阿斯特赖亚丶,提督,52,恬豆包,25
17,12205426,千稻草,提督,21,恬豆包,25
18,13927696,Marriovo,提督,55,恬豆包,25
19,150434129,桓殳,提督,43,恬豆包,25
20,1302082741,粗鲁卑鄙,舰长,711,恬豆包,29
21,385944,宝宝喝点水吧,舰长,401,恬豆包,29
22,319263289,神棍老师麦迪武,舰长,235,恬豆包,29
23,7833154,nothing-iwnl-,舰长,812,恬豆包,28
24,2058228,冰尾青年事件簿,舰长,141,恬豆包,28
25,2966435,叙星晨,舰长,692,恬豆包,28
26,400702,月神二号,舰长,641,恬豆包,28
27,378823,不染葵,舰长,279,恬豆包,28
28,1686289594,丸梨普贝当,舰长,971,恬豆包,28
29,39140611,海蓝丶胜者悲歌,舰长,405,恬豆包,28
30,431956406,我的颜栗只有你,舰长,422,恬豆包,27
31,124003269,曲婉的小跟班,舰长,385,恬豆包,27
32,59955258,这个昵称已经有鬼用过了,舰长,301,恬豆包,27
33,26892910,大于3个小于30个字符,舰长,1097,恬豆包,27
34,39088057,ZZzzzKk_,舰长,211,恬豆包,27
35,43667411,蒼のエーテル,舰长,555,恬豆包,27
36,32438573,自爆前的沙鲁,舰长,476,恬豆包,27
37,4464599,天曦,舰长,529,恬豆包,27
38,19531191,大老师Gin,舰长,61,恬豆包,27
39,38600609,二月暨望,舰长,241,恬豆包,27
40,69190175,小梦-逝去的青春,舰长,90,恬豆包,27
41,97097355,大夢惊鸿,舰长,419,恬豆包,27
42,12796481,绯色丶花,舰长,571,恬豆包,27
43,102748146,我要发动我的技能,舰长,474,恬豆包,26
44,1580640,劝你纯良,舰长,572,恬豆包,26
45,151082,暴躁的妹唄唄,舰长,897,恬豆包,26
46,47943455,恬豆加油,舰长,319,恬豆包,26
47,111580180,月光鹿角,舰长,121,恬豆包,26
48,22020361,我很中怡栗,舰长,451,恬豆包,26
49,49855368,想起恐怖的事,舰长,80,恬豆包,26
50,27126376,大盒甜,舰长,230,恬豆包,26
51,6052395,知非晓默,舰长,491,恬豆包,26
52,57116,郭德纲,舰长,236,恬豆包,26
53,90938464,永远的鸟厨烈焰使,舰长,572,恬豆包,26
54,10826177,瑜木踢西瓜,舰长,1022,恬豆包,26
55,57134664,唯怡豆女乃,舰长,152,恬豆包,26
56,3270926,YO最爱甜豆的鱼,舰长,181,恬豆包,26
57,13637836,A-B-C-K,舰长,433,恬豆包,26
58,143641,御意見無用-,舰长,272,恬豆包,26
59,18637086,丶芯丨,舰长,272,恬豆包,26
60,4429890,十堰张湾阿姨,舰长,513,恬豆包,26
61,47734615,士多啤栗少吃俊,舰长,86,恬豆包,26
62,2106805,SPYNGELION,舰长,782,恬豆包,26
63,9970815,-古原-,舰长,212,恬豆包,26
64,381373415,豆奶为你痴,舰长,237,恬豆包,26
65,26984312,格罗宁根的老汉,舰长,421,恬豆包,26
66,1671780767,真麻烦胡乱起一个,舰长,393,恬豆包,26
67,404140110,奈尔露菲雅,舰长,598,恬豆包,26
68,32283784,普通小随,舰长,296,恬豆包,26
69,1519588,虎落平阳变北7,舰长,91,恬豆包,26
70,59379500,灬亲亲握握灬,舰长,723,恬豆包,26
71,100545100,木有云Q,舰长,272,恬豆包,26
72,24643425,睡觉中zzz,舰长,91,恬豆包,26
73,648561547,丸子战犬Darwin1,舰长,56,恬豆包,26
74,71993,月颗千,舰长,527,恬豆包,26
75,15712025,秒我中子,舰长,211,恬豆包,26
76,32166499,一般小豆,舰长,285,恬豆包,26
77,273213275,沐霖牛车偷吃我彩色矿,舰长,55,恬豆包,26
78,691885237,狱卒小吏,舰长,125,恬豆包,26
79,3409955,--Saiki--,舰长,362,恬豆包,25
80,641276,世杰,舰长,542,恬豆包,25
81,8338545,十五之心月,舰长,93,恬豆包,25
82,63037,水银灯火灵,舰长,541,恬豆包,25
83,33143732,猫雷今天陪几瓶,舰长,331,恬豆包,25
84,20270543,Rayarq,舰长,598,恬豆包,25
85,14605877,jasonlai1004,舰长,59,恬豆包,25
86,11467904,卷毛狒狒_Official,舰长,170,恬豆包,25
87,52126672,zara447,舰长,149,恬豆包,25
88,671691442,万俟谙,舰长,80,恬豆包,25
89,334850696,热爱沙雕的波波老师,舰长,150,恬豆包,25
90,822417,一气三,舰长,481,恬豆包,25
91,298243350,千棠冰,舰长,97,恬豆包,25
92,274734377,墨玉北狐,舰长,85,恬豆包,25
93,199170103,BiorgTrinityx,舰长,91,恬豆包,25
94,7304164,mctyrstj,舰长,403,恬豆包,25
95,15103104,影子和重写本,舰长,182,恬豆包,25
96,4104624,天才美少女恬豆,舰长,477,恬豆包,25
97,393226024,路过のDD,舰长,422,恬豆包,25
98,82622,→...←,舰长,240,恬豆包,25
99,10055825,LonelyFace1st,舰长,421,恬豆包,25
100,107533381,食人大王,舰长,115,恬豆包,25
101,1627303,酸素氧氣,舰长,421,恬豆包,25
102,12294696,阿阿阿阿阿天丶,舰长,80,恬豆包,25
103,35201973,森林图书馆,舰长,284,恬豆包,25
104,179381300,氕氘氚_HDT,舰长,91,恬豆包,25
105,12198532,N0ir-,舰长,180,恬豆包,25
106,32291044,三元一只-十元三只,舰长,332,恬豆包,25
107,5787074,舒服晴天大小姐,舰长,170,恬豆包,25
108,2472248,胶质魔法喵,舰长,151,恬豆包,25
109,95720504,凌風喵,舰长,361,恬豆包,25
110,208870847,少看管人多痴饭,舰长,301,恬豆包,25
111,7126651,xytytd,舰长,73,恬豆包,25
112,37586270,夏风物语诗,舰长,93,恬豆包,25
113,203653982,恬炒唐豆,舰长,152,恬豆包,25
114,37578245,今天开始做纯良day12,舰长,39,恬豆包,25
115,1692126,蓝白Mercury,舰长,272,恬豆包,25
116,920572,查_内_姆,舰长,272,恬豆包,25
117,6068627,奶♂皮,舰长,302,恬豆包,25
118,11948231,牛奶与面包-,舰长,271,恬豆包,25
119,456660132,沐又哄豆梨,舰长,331,恬豆包,25
120,110375756,Einherjar,舰长,262,恬豆包,24
121,7590639,o蓬莱人形o,舰长,211,恬豆包,24
122,14207748,德华的孕妇,舰长,41,恬豆包,24
123,239124,Zwel,舰长,271,恬豆包,24
124,267626300,210丶,舰长,175,恬豆包,24
125,88149857,变成光守护沐霂小姐,舰长,91,恬豆包,24
126,25137085,Jaime2Lannister,舰长,242,恬豆包,24
127,14916809,城南花尔开,舰长,211,恬豆包,24
128,3546737692117424,菠萝小猫咪吃章鱼,舰长,56,恬豆包,24
129,82636468,-F2-,舰长,120,恬豆包,24
130,434483345,璃拉甜心,舰长,55,恬豆包,24
131,234878331,dddddoinb,舰长,212,恬豆包,24
132,37929865,一只唐朝李治,舰长,91,恬豆包,24
133,481118003,金鱼大鲸鱼,舰长,227,恬豆包,24
134,4590070,多卡诺斯,舰长,92,恬豆包,24
135,9557485,屎豆屁梨嗝又哞沐,舰长,182,恬豆包,24
136,397798424,醒云_,舰长,182,恬豆包,24
137,13066685,风逝reuxd,舰长,182,恬豆包,24
138,515341,麻雀团子,舰长,205,恬豆包,24
139,40816573,乌丸莲耶孙女乌安莲娜,舰长,85,恬豆包,24
140,430709729,扬花水性,舰长,53,恬豆包,24
141,5164976,にしきごい-,舰长,236,恬豆包,24
142,299179629,iqbssbqi88,舰长,236,恬豆包,24
143,1972389896,bili_45792247048,舰长,236,恬豆包,24
144,13583559,尼耶什格_川子,舰长,227,恬豆包,24
145,12692409,老板断气老板尸体铅钢,舰长,227,恬豆包,24
146,69750383,生活不易知道吗,舰长,86,恬豆包,24
147,8310193,酒为剑歌,舰长,181,恬豆包,24
148,1966786195,晚风二号机,舰长,61,恬豆包,24
149,393319752,打豆豆haha,舰长,210,恬豆包,24
150,12140792,逆浪千秋123,舰长,61,恬豆包,24
151,94791571,指向一切正确,舰长,180,恬豆包,24
152,79024764,又一次香芋,舰长,87,恬豆包,24
153,85390030,浙各洒资宋,舰长,61,恬豆包,24
154,10738495,空条真嗣,舰长,123,恬豆包,24
155,5860538,Hitler和Stalin,舰长,181,恬豆包,24
156,1319941,且听豆吟,舰长,91,恬豆包,24
157,3825226,山栗阿克曼_zZ,舰长,151,恬豆包,24
158,387960186,虫族机甲师-铁鹰飞人,舰长,62,恬豆包,24
159,120279,小朱彩虹糖,舰长,147,恬豆包,24
160,21776955,小兔大队长,舰长,122,恬豆包,24
161,10326241,顶晚人,舰长,91,恬豆包,24
162,1346944,竹达小爱Akiayana,舰长,61,恬豆包,24
163,337421815,村委主任Zzz,舰长,138,恬豆包,24
164,21116107,猛犸爆炒小精灵,舰长,50,恬豆包,24
165,7632235,开朗老豆,舰长,133,恬豆包,24
166,12988262,阿里嘎夺豆桑,舰长,151,恬豆包,24
167,8162540,美味風鹅,舰长,55,恬豆包,24
168,630403,月见花开丶,舰长,61,恬豆包,24
169,3007124,士多啤梨养猪场饲养员,舰长,80,恬豆包,24
170,234823232,恬豆发酵了,舰长,60,恬豆包,24
171,1072482805,鹿关高手OGC,舰长,121,恬豆包,24
172,16737716,晚晚晚点来,舰长,121,恬豆包,24
173,80043957,电子龙会梦见森蚺,舰长,62,恬豆包,24
174,214738022,千里红尘天,舰长,69,恬豆包,24
175,1354556,天国的破烂,舰长,151,恬豆包,24
176,33058868,大大的NYC,舰长,63,恬豆包,23
177,2508489,记忆moment碎片,舰长,31,恬豆包,23
178,377858536,猎户座流星雨lhz,舰长,61,恬豆包,23
179,23743505,龟速灬船长,舰长,151,恬豆包,23
180,11977,幽默小熊猫,舰长,103,恬豆包,23
181,13583150,萌斯塔,舰长,121,恬豆包,23
182,348417906,乌啦乌啦黒,舰长,121,恬豆包,23
183,500935415,卢卡-莫德里奇_Official,舰长,116,恬豆包,23
184,5357035,紅葉Zero,舰长,121,恬豆包,23
185,7110601,不不不不不拿拿,舰长,64,恬豆包,23
186,2753609,旋蓝心情,舰长,107,恬豆包,23
187,4159770,躺在床上看风景,舰长,145,恬豆包,23
188,18768197,莱姆青柠,舰长,51,恬豆包,23
189,19598239,夢一场11,舰长,93,恬豆包,23
190,1662688,AIGuningkesi,舰长,82,恬豆包,23
191,275966068,小真尼修斯,舰长,77,恬豆包,23
192,331257145,竹猫青青,舰长,77,恬豆包,23
193,3546676620954105,眄庭柯,舰长,80,恬豆包,23
194,13047388,柳桐荫,舰长,63,恬豆包,23
195,889732,Tier,舰长,65,恬豆包,23
196,8052485,Wezzy,舰长,121,恬豆包,23
197,3546610474682829,开朗小佳--zZ,舰长,61,恬豆包,23
198,480141,一刀,舰长,62,恬豆包,23
199,22966126,Jlzppt,舰长,85,恬豆包,23
200,261835124,一张离楚,舰长,61,恬豆包,23
201,48745341,神奇瓦莉拉Valeera,舰长,61,恬豆包,23
