rank,uid,username,type,accompany,medal_name,medal_level
1,222641849,VJOKERZJX,提督,701,恬豆包,30
2,2314835,KugimiyaNanase,提督,503,恬豆包,29
3,7833154,nothing-iwnl-,提督,715,恬豆包,28
4,3546692863396694,早睡早起1855,提督,103,恬豆包,28
5,149522,sed-i,提督,446,恬豆包,28
6,7208836,恬豆能播到什么时候呢,提督,62,恬豆包,27
7,495672142,说的豆理_爱要坦荡荡,舰长,487,恬豆包,30
8,1302082741,粗鲁卑鄙,舰长,650,恬豆包,29
9,225883915,飘啊飘啊飘啊飘_,舰长,554,恬豆包,29
10,19977954,泠泠七弦上え,舰长,563,恬豆包,29
11,477273649,盐奶盖冷萃加氮,舰长,923,恬豆包,28
12,2966435,叙星晨,舰长,598,恬豆包,28
13,385944,宝宝喝点水吧,舰长,227,恬豆包,28
14,224670,毛玉喵,舰长,448,恬豆包,28
15,12071021,纯良小羊,舰长,446,恬豆包,28
16,411146226,豆请给我一斤糖炒栗子,舰长,538,恬豆包,28
17,2372997,想上大舞台,舰长,452,恬豆包,28
18,1686289594,丸梨普贝当,舰长,797,恬豆包,27
19,4631465,禧浴搓澡巾,舰长,317,恬豆包,27
20,378823,不染葵,舰长,202,恬豆包,27
21,8573986,氕氘氚丿丿l丿ll,舰长,173,恬豆包,27
22,39140611,海蓝丶胜者悲歌,舰长,231,恬豆包,27
23,2482872,财前葵,舰长,403,恬豆包,27
24,431956406,我的颜栗只有你,舰长,321,恬豆包,27
25,2794950,梦怡少年,舰长,325,恬豆包,27
26,11509435,穹叶mmmmm,舰长,163,恬豆包,27
27,19393266,一颗太阳星r,舰长,373,恬豆包,27
28,26892910,大于3个小于30个字符,舰长,923,恬豆包,27
29,59955258,这个昵称已经有鬼用过了,舰长,234,恬豆包,27
30,1764797,暗核,舰长,613,恬豆包,27
31,3499113,-谢谢你泰罗,舰长,260,恬豆包,27
32,43667411,蒼のエーテル,舰长,493,恬豆包,27
33,403022512,567_Official,舰长,623,恬豆包,27
34,32438573,自爆前的沙鲁,舰长,403,恬豆包,27
35,4464599,天曦,舰长,355,恬豆包,27
36,28640116,我永远喜欢ちゅちゅ,舰长,423,恬豆包,27
37,44996524,吃土豆的木匠,舰长,203,恬豆包,27
38,22317289,逐迹寻星,舰长,171,恬豆包,26
