rank,uid,username,type,accompany,medal_name,medal_level
1,222641849,VJOKERZJX,提督,704,恬豆包,30
2,2314835,KugimiyaNanase,提督,506,恬豆包,29
3,7833154,nothing-iwnl-,提督,718,恬豆包,28
4,3546692863396694,早睡早起1855,提督,106,恬豆包,28
5,149522,sed-i,提督,449,恬豆包,28
6,7208836,恬豆能播到什么时候呢,提督,65,恬豆包,27
7,495672142,说的豆理_爱要坦荡荡,舰长,490,恬豆包,30
8,1302082741,粗鲁卑鄙,舰长,653,恬豆包,29
9,225883915,飘啊飘啊飘啊飘_,舰长,557,恬豆包,29
10,19977954,泠泠七弦上え,舰长,566,恬豆包,29
11,477273649,盐奶盖冷萃加氮,舰长,926,恬豆包,28
12,319263289,神棍老师麦迪武,舰长,152,恬豆包,28
13,2966435,叙星晨,舰长,601,恬豆包,28
14,385944,宝宝喝点水吧,舰长,230,恬豆包,28
15,224670,毛玉喵,舰长,451,恬豆包,28
16,12071021,纯良小羊,舰长,449,恬豆包,28
17,411146226,豆请给我一斤糖炒栗子,舰长,541,恬豆包,28
18,2372997,想上大舞台,舰长,455,恬豆包,28
19,1686289594,丸梨普贝当,舰长,800,恬豆包,27
20,4631465,禧浴搓澡巾,舰长,320,恬豆包,27
21,378823,不染葵,舰长,205,恬豆包,27
22,8573986,氕氘氚丿丿l丿ll,舰长,176,恬豆包,27
23,39140611,海蓝丶胜者悲歌,舰长,234,恬豆包,27
24,2482872,财前葵,舰长,406,恬豆包,27
25,431956406,我的颜栗只有你,舰长,324,恬豆包,27
26,2794950,梦怡少年,舰长,328,恬豆包,27
27,11509435,穹叶mmmmm,舰长,166,恬豆包,27
28,19393266,一颗太阳星r,舰长,376,恬豆包,27
29,26892910,大于3个小于30个字符,舰长,926,恬豆包,27
30,59955258,这个昵称已经有鬼用过了,舰长,237,恬豆包,27
31,1764797,暗核,舰长,616,恬豆包,27
32,3499113,-谢谢你泰罗,舰长,263,恬豆包,27
33,43667411,蒼のエーテル,舰长,496,恬豆包,27
34,403022512,567_Official,舰长,626,恬豆包,27
35,32438573,自爆前的沙鲁,舰长,406,恬豆包,27
36,4464599,天曦,舰长,358,恬豆包,27
37,28640116,我永远喜欢ちゅちゅ,舰长,426,恬豆包,27
38,44996524,吃土豆的木匠,舰长,206,恬豆包,27
39,22317289,逐迹寻星,舰长,174,恬豆包,26
40,96635934,流泪人吾皇,舰长,930,恬豆包,26
41,400702,月神二号,舰长,470,恬豆包,26
42,7033332,BusyTime,舰长,233,恬豆包,26
43,102748146,我要发动我的技能,舰长,378,恬豆包,26
44,66069738,叶青从小就很聪明,舰长,304,恬豆包,26
45,32933365,bekkibekkibe,舰长,489,恬豆包,26
46,6665522,辣牛奶不吃辣,舰长,936,恬豆包,26
47,491121103,绯桂大好き,舰长,317,恬豆包,26
48,12796481,绯色丶花,舰长,485,恬豆包,26
49,1580640,劝你纯良,舰长,431,恬豆包,26
50,93214,o秋-知弦o,舰长,76,恬豆包,26
51,151082,暴躁的妹唄唄,舰长,726,恬豆包,26
52,3647293,FunkyPant,舰长,296,恬豆包,26
53,408030089,流明的雨,舰长,121,恬豆包,26
54,5114175,桔子棉花糖orange,舰长,446,恬豆包,26
55,8350414,智能成长型冤种,舰长,202,恬豆包,26
56,28320190,想词嗷小龙堡,舰长,56,恬豆包,26
57,6052395,知非晓默,舰长,320,恬豆包,26
58,304172578,待我呆毛啵起,舰长,125,恬豆包,26
59,215156666,全点防御高咲侑,舰长,233,恬豆包,26
60,2481617,Koasa君,舰长,286,恬豆包,26
61,21734536,神奇的梦境,舰长,466,恬豆包,26
62,10826177,瑜木踢西瓜,舰长,892,恬豆包,26
63,21182500,爱吃恬豆包不爱吃汉堡,舰长,517,恬豆包,26
64,114686482,泳装趾压板跳绳,舰长,65,恬豆包,26
65,11028398,名字不重,舰长,28,恬豆包,26
66,19946819,巨大的荔枝,舰长,56,恬豆包,26
67,67912862,一一_100,舰长,851,恬豆包,26
68,391389,画汝于心,舰长,447,恬豆包,26
69,90938464,永遠的鳥廚烈焰使,舰长,427,恬豆包,26
70,22020361,单推扇宝的兜兜栗,舰长,326,恬豆包,26
71,47943455,恬豆加油,舰长,153,恬豆包,26
72,4429890,徐佳莹丶LaLa,舰长,393,恬豆包,26
73,97097355,大夢惊鸿,舰长,315,恬豆包,26
74,890623,Karna,舰长,399,恬豆包,26
75,30502624,爱喝奶茶的发面馒头,舰长,84,恬豆包,26
76,613077,唐炒豆栗,舰长,213,恬豆包,26
77,11428354,HerrFichte,舰长,660,恬豆包,26
78,143641,御意見無用-,舰长,144,恬豆包,26
79,5202028,adventatyou,舰长,91,恬豆包,26
80,1452847184,迟到且早退的KING,舰长,427,恬豆包,26
81,2106805,SPYNGELION,舰长,611,恬豆包,26
82,32283784,普通小随,舰长,217,恬豆包,26
83,69190175,小梦-逝去的青春,舰长,28,恬豆包,26
84,381373415,豆奶为你痴,舰长,111,恬豆包,26
85,404140110,奈尔露菲雅,舰长,427,恬豆包,26
86,177936092,幼稚占领高地,舰长,174,恬豆包,26
87,15712025,秒我中子,舰长,136,恬豆包,26
88,220332808,TaylorJhon,舰长,194,恬豆包,25
89,94116608,Pinkpool,舰长,62,恬豆包,25
90,100545100,木有云Q,舰长,178,恬豆包,25
91,12613525,矮摇摊,舰长,46,恬豆包,25
92,301612716,我即优雅又充满良心,舰长,234,恬豆包,25
93,8734954,SpaceChaos,舰长,166,恬豆包,25
94,59379500,灬亲亲握握灬,舰长,552,恬豆包,25
95,178746814,lelezsh,舰长,143,恬豆包,25
96,691885237,狱卒小吏,舰长,69,恬豆包,25
97,428112437,腾讯招聘,舰长,104,恬豆包,25
98,71993,月颗千,舰长,356,恬豆包,25
99,17242172,Mrburns,舰长,148,恬豆包,25
100,13637836,A-B-C-K,舰长,268,恬豆包,25
101,822417,一气三,舰长,436,恬豆包,25
102,262018,士多啤梨打卡机,舰长,113,恬豆包,25
103,14381,假如明天天晴,舰长,206,恬豆包,25
104,2472481,梦幻の水泡,舰长,95,恬豆包,25
105,52126672,zara447,舰长,84,恬豆包,25
106,1337100,竹林十五郎,舰长,83,恬豆包,25
107,9970815,-古原-,舰长,112,恬豆包,25
108,29294353,zorro853,舰长,456,恬豆包,25
109,317050683,是射立不是谢拉,舰长,43,恬豆包,25
110,199170103,BiorgTrinityx,舰长,46,恬豆包,25
111,641276,世杰,舰长,427,恬豆包,25
112,63037,ナリタタイシン,舰长,427,恬豆包,25
113,11593592,WLYTR,舰长,56,恬豆包,25
114,96115,奶酪大统领,舰长,417,恬豆包,25
115,100023513,小沐标,舰长,406,恬豆包,25
116,20270543,Rayarq,舰长,427,恬豆包,25
117,7556692,举年i,舰长,427,恬豆包,25
118,2450291,风涛不记苏,舰长,194,恬豆包,25
119,524297,脸黑没钱肝不动,舰长,256,恬豆包,25
