rank,uid,username,type,accompany,medal_name,medal_level
1,495672142,丈一致丈,总督,442,恬豆包,30
2,222641849,VJOKERZJX,总督,656,恬豆包,30
3,2314835,KugimiyaNanase,总督,458,恬豆包,29
4,51198537,小铁矿君,总督,308,恬豆包,29
5,225883915,飘啊飘啊飘啊飘-,总督,509,恬豆包,29
6,319263289,神棍老师麦迪武,总督,128,恬豆包,28
7,1959916225,倪安不迷怒,总督,95,恬豆包,28
8,10623376,小Digit,总督,8,恬豆包,28
9,4606008,二次元臭国男,提督,280,恬豆包,29
10,19977954,泠泠七弦上え,提督,518,恬豆包,29
11,23863186,玛丽鸭鸭,提督,137,恬豆包,28
12,7833154,nothing-iwnl-,提督,670,恬豆包,28
13,2966435,叙星晨,提督,553,恬豆包,28
14,224670,毛玉喵,提督,403,恬豆包,28
15,1686289594,丸梨普贝当,提督,752,恬豆包,27
16,12071021,纯良小羊,提督,401,恬豆包,27
17,2082459,mou_kun,提督,398,恬豆包,27
18,385944,宝宝喝点水吧,提督,182,恬豆包,27
19,4631465,禧浴搓澡巾,提督,272,恬豆包,27
20,39140611,海牛丶胜者悲歌,提督,186,恬豆包,27
21,2482872,财前葵,提督,368,恬豆包,27
22,431956406,我的颜栗只有你,提督,276,恬豆包,27
23,2794950,梦怡少年,提督,280,恬豆包,27
24,26892910,大于3个小于30个字符,提督,878,恬豆包,27
25,6753838,离-目,提督,368,恬豆包,27
26,1764797,暗核,提督,572,恬豆包,27
27,43667411,蒼のエーテル,提督,455,恬豆包,27
28,3546692863396694,早睡早起1855,提督,58,恬豆包,27
29,4464599,天曦,提督,310,恬豆包,27
30,32438573,自爆前的沙鲁,提督,368,恬豆包,27
31,29947054,驱羽矜,提督,543,恬豆包,27
32,340809,玛修基列萊特,提督,368,恬豆包,27
33,3499113,-谢谢你泰罗,提督,215,恬豆包,27
34,7033332,BusyTime,提督,185,恬豆包,26
35,27126376,大盒甜,提督,148,恬豆包,26
36,151082,暴躁的妹唄唄,提督,678,恬豆包,26
37,3647293,FunkyPant,提督,248,恬豆包,26
38,182699885,吹进乐园的风,提督,218,恬豆包,26
39,4098025,恬豆太唐了,提督,245,恬豆包,26
40,6052395,知非晓默,提督,272,恬豆包,26
41,8350414,智能成长型冤种,提督,159,恬豆包,26
42,2812958,黑雪姬·,提督,98,恬豆包,26
43,21182500,爱吃恬豆包不爱吃汉堡,提督,469,恬豆包,26
44,21734536,神奇的梦境,提督,428,恬豆包,26
45,19946819,巨大的荔枝,提督,8,恬豆包,26
46,864417,ou火炎焱燚,提督,182,恬豆包,26
47,114686482,泳装趾压板跳绳,提督,17,恬豆包,26
48,30502624,豆豆运,提督,38,恬豆包,26
49,5375518,Leesy-o_O-,提督,257,恬豆包,26
50,396779074,又一爱犬,提督,95,恬豆包,26
51,95807009,无人问许,提督,19,恬豆包,26
52,111720994,夏天半枝莲冬天寒江雪,提督,35,恬豆包,26
53,4136874,天真烂漫咸鱼王,提督,215,恬豆包,26
54,32283784,普通小随,提督,171,恬豆包,26
55,1519588,虎落平阳变北7,提督,35,恬豆包,26
56,14138590,我是二狗嘛,提督,42,恬豆包,25
57,281235729,纯良豆包,提督,17,恬豆包,25
58,220332808,TaylorJhon,提督,158,恬豆包,25
59,177936092,幼稚占领高地,提督,126,恬豆包,25
60,100545100,木有云Q,提督,130,恬豆包,25
61,11543260,静野もみじ,提督,95,恬豆包,25
62,178746814,lelezsh,提督,95,恬豆包,25
63,484667,喵德…,提督,7,恬豆包,25
64,145761258,开朗小又发芽了,提督,65,恬豆包,25
65,29608,噶呜,提督,8,恬豆包,25
66,13613487,众狸寻狸千百度,提督,47,恬豆包,25
67,15712025,秒我中子,提督,95,恬豆包,25
68,7208836,幕幕幕幕幕兮丶,提督,17,恬豆包,25
69,402011012,栗子羽翼球,提督,8,恬豆包,25
70,691885237,狱卒小吏,提督,21,恬豆包,25
71,25934948,豆姐小男友1号,提督,77,恬豆包,25
72,3322291,应如是鸭-上麦非本人,提督,65,恬豆包,25
73,355136733,无敌小豆天下第一,提督,65,恬豆包,25
74,109887250,水果挺甜,提督,35,恬豆包,25
75,2472481,梦幻の水泡,提督,47,恬豆包,25
76,12624529,素质极差,提督,68,恬豆包,25
77,431183738,huge晖,提督,121,恬豆包,25
78,24643425,睡觉中zzz,提督,35,恬豆包,25
79,94116608,Pinkpool,提督,14,恬豆包,25
80,3583474,一口一只小饺,提督,8,恬豆包,25
81,111628627,小美酱爱你哟,提督,38,恬豆包,25
82,11593592,WLYTR,提督,8,恬豆包,25
83,268355364,誓月存星,提督,35,恬豆包,25
84,3546606370556289,梨平不迷路,提督,8,恬豆包,25
85,52126672,zara447,提督,42,恬豆包,25
